order_id,date,client_id,produit,categorie,prix_unitaire,quantite,ville,canal,chiffre_affaires
313,2025-09-29,148,Batterie externe,Informatique,10.22,1,Sainte Jeannineboeuf,Web,10.22
314,2025-03-10,223,Écran 24 pouces,Informatique,185.19,3,Bailly,Boutique,555.57
315,2025-03-22,103,Enceinte Bluetooth,Accessoire,26.56,1,,Boutique,26.56
316,2025-05-17,73,Câble USB-C,Audio,180.97,2,Maury,Web,361.94
317,2025-05-24,188,Casque Bluetooth,Informatique,24.69,2,LabbéVille,Boutique,49.38
318,2025-02-05,499,Webcam HD,Informatique,123.12,3,Saint Henri,Web,369.36
319,2025-01-22,140,Câble USB-C,Informatique,97.31,10,Gallet,Web,973.1
320,2025-05-06,221,Clavier,Informatique,63.15,5,Pariss,Boutique,315.75
321,2025-02-08,175,Chargeur rapide,Informatqiue,71.16,2,Sainte Amélie,Boutique,142.32
322,2024-11-01,293,Chargeur rapide,Informatique,153.66,2,Carpentier,Marketplace,307.32
323,2025-08-22,462,Casque Bluetooth,Accessoire,145.88,2,Saint Hélène,Web,291.76
324,2025-08-01,195,Câble USB-C,Audio,73.62,2,Pottier-les-Bains,Boutique,147.24
325,2025-02-21,260,Écran 24 pouces,Informatique,43.51,1,Klein,Web,43.51
326,2025-08-13,35,Câble USB-C,Audio,45.56,0,Pruvost,Web,0.0
327,2025-10-01,447,Disque SSD,Audio,177.82,2,,Web,355.64
328,2024-11-27,148,Enceinte Bluetooth,Informatique,43.34,1,Sainte Grégoire,Web,43.34
329,2025-04-07,362,Câble USB-C,Informatique,96.36,2,Pariss,Marketplace,192.72
330,2025-07-08,472,Clavier,Informatique,157.38,1,Humbert,Web,157.38
331,2025-02-05,418,Batterie externe,Informatique,96.8,1,Evrardnec,Web,96.8
332,2025-05-15,261,Clavier,Accessoire,171.88,3,Schneider,Marketplace,515.64
333,2025-03-04,489,Câble USB-C,Informatqiue,97.22,1,Rolland-sur-Lacombe,Web,97.22
334,2024-12-03,31,Câble USB-C,Informatique,136.02,3,Blanchet,Web,408.06
335,2025-01-01,94,Câble USB-C,Informatique,61.82,2,Sainte Élodie,Web,123.64
336,2025-03-05,120,Casque Bluetooth,Informatique,170.48,3,Faivre,Web,511.44
337,2024-12-16,188,Souris,Informatique,46.45,2,Rolland-sur-Lacombe,Web,92.9
338,2025-08-02,332,Chargeur rapide,Informatique,59.59,1,Laurent-sur-Mer,Web,59.59
339,2024-12-26,386,Webcam HD,Informatique,169.56,1,Guyon,Boutique,169.56
340,2025-04-17,208,Clavier,Accessoire,119.66,3,Clémentnec,Boutique,358.98
341,2025-01-30,54,Clavier,Informatique,148.65,5,,Boutique,743.25
342,2024-12-16,495,Webcam HD,Informatqiue,129.94,3,,Boutique,389.82
343,2025-04-05,159,Écran 24 pouces,Audio,92.95,2,Valetteboeuf,Web,185.9
344,2025-07-26,392,Écran 24 pouces,Informatqiue,84.19,10,Saint Georgesdan,Web,841.9
345,2025-08-22,307,Disque SSD,Audio,66.15,1,MercierBourg,Boutique,66.15
346,2025-04-22,456,Souris,Informatique,24.96,3,Chrétien-sur-Legros,Web,74.88
347,2025-10-12,184,Chargeur rapide,Accessoire,154.66,1,Hoarau-sur-Mer,Web,154.66
348,2025-05-12,411,Enceinte Bluetooth,Audio,-26.5,5,Adam,Boutique,-132.5
349,2025-03-18,208,Souris,Audio,35.94,10,Faivre,Marketplace,359.4
350,2024-12-30,314,Écran 24 pouces,Accessoire,87.12,2,Sainte Caroline-la-Forêt,Web,174.24
351,2025-10-21,396,Casque Bluetooth,Informatique,48.62,2,Leleu-sur-Lopez,Boutique,97.24
352,2024-12-18,78,Casque Bluetooth,Informatique,143.68,3,Baudry,Boutique,431.04
353,2025-03-24,50,Câble USB-C,Informatique,139.2,5,,Boutique,696.0
354,2025-09-19,174,Câble USB-C,Informatique,73.04,5,Besnarddan,Web,365.2
355,2024-10-29,21,Chargeur rapide,Informatique,120.56,2,Marchal-sur-Duhamel,Web,241.12
356,2025-09-28,65,Chargeur rapide,Informatique,164.66,2,Pariss,Boutique,329.32
357,2025-07-27,238,Écran 24 pouces,Accessoire,158.47,5,,Web,792.35
358,2025-04-11,449,Souris,Accessoire,90.29,-1,Sainte Isabelle,Boutique,-90.29
359,2024-12-29,427,Souris,Informatique,84.35,1,Saint Alice-les-Bains,Web,84.35
360,2025-08-13,431,Disque SSD,Informatique,-160.45,2,Blanchet,Web,-320.9
361,2024-10-30,294,Disque SSD,Informatique,175.59,1,,Boutique,175.59
362,2025-05-30,349,Câble USB-C,Informatique,119.14,5,Grégoireboeuf,Boutique,595.7
363,2025-02-18,293,Webcam HD,Informatique,25.84,2,Bernard,Web,51.68
364,2025-06-27,344,Disque SSD,Accessoire,69.85,3,Paris-la-Forêt,Web,209.55
365,2025-08-05,79,Chargeur rapide,Accessoire,95.51,2,Saint HenrietteVille,Boutique,191.02
366,2025-05-27,432,Clavier,Informatique,-18.88,2,,Boutique,-37.76
367,2025-01-31,319,Batterie externe,Audio,138.73,3,Lejeune,Web,416.19
368,2025-07-28,398,Chargeur rapide,Informatique,132.08,1,Roux,Web,132.08
369,2025-01-04,337,Clavier,Informatqiue,-82.3,1,Guilbert,Web,-82.3
370,2025-01-23,145,Disque SSD,Audio,123.93,2,Delmas,Web,247.86
371,2024-11-30,460,Écran 24 pouces,Informatique,103.85,5,Blanc-sur-Mer,Web,519.25
372,2025-08-30,119,Chargeur rapide,Audio,140.06,5,,Web,700.3
373,2025-04-11,441,Écran 24 pouces,Accessoire,42.77,3,,Marketplace,128.31
374,2025-01-28,378,Chargeur rapide,Accessoire,141.99,1,Lévy,Web,141.99
375,2025-02-09,293,Chargeur rapide,Informatique,168.54,2,,Web,337.08
376,2025-01-23,28,Chargeur rapide,Informatqiue,186.94,0,Pichon,Web,0.0
377,2025-07-14,200,Webcam HD,Audio,28.29,-1,Diallodan,Web,-28.29
378,2025-04-14,372,Disque SSD,Informatique,148.42,3,Pariss,Boutique,445.26
379,2025-07-17,115,Casque Bluetooth,Informatique,132.02,10,Guillou,Boutique,1320.2
380,2025-05-13,331,Clavier,Informatique,132.17,10,Dupuy-la-Forêt,Web,1321.7
381,2025-06-12,176,Câble USB-C,Informatqiue,64.25,10,Valette,Boutique,642.5
382,2025-07-28,121,Casque Bluetooth,Informatique,211.64,1,Dupuy-la-Forêt,Marketplace,211.64
383,2025-07-29,388,Batterie externe,Informatique,61.92,3,BessonVille,Boutique,185.76
384,2025-02-12,340,Webcam HD,Informatique,129.8,1,Delormedan,Boutique,129.8
385,2025-04-25,385,Souris,Audio,95.13,1,Dupont,Web,95.13
386,2024-12-18,27,Souris,Informatique,97.62,5,Delaunay-sur-Paul,Marketplace,488.1
387,2025-05-14,92,Disque SSD,Audio,35.04,3,Charles-sur-Chrétien,Boutique,105.12
388,2024-11-11,70,Câble USB-C,Accessoire,122.82,0,Paul,Boutique,0.0
389,2024-11-10,499,Clavier,Informatique,128.88,3,Morel,Web,386.64
390,2025-02-23,248,Souris,Informatqiue,18.82,5,Gillet,Web,94.1
391,2025-01-04,337,Chargeur rapide,Informatique,101.88,1,Pariss,Web,101.88
392,2024-11-03,284,Batterie externe,Informatique,152.37,1,Meyerboeuf,Boutique,152.37
393,2025-01-15,126,Clavier,Audio,131.18,1,Saint ValentineVille,Boutique,131.18
394,2025-06-06,476,Câble USB-C,Informatique,44.1,3,MoulinVille,Marketplace,132.3
395,2025-10-09,249,Disque SSD,Informatique,133.61,1,Alves,Web,133.61
396,2025-03-07,97,Souris,Audio,164.42,2,Moreno,Web,328.84
397,2025-06-11,329,Souris,Audio,71.07,5,Moreno,Web,355.35
398,2024-11-24,220,Webcam HD,Informatqiue,-18.81,2,,Web,-37.62
399,2025-08-24,290,Webcam HD,Informatqiue,51.46,3,,Boutique,154.38
400,2024-11-15,284,Enceinte Bluetooth,Informatique,43.84,2,,Web,87.68
401,2025-03-07,192,Écran 24 pouces,Accessoire,-20.58,3,Poirier,Web,-61.74
402,2024-12-24,54,Casque Bluetooth,Informatique,69.93,2,,Web,139.86
403,2024-11-08,350,Écran 24 pouces,Informatique,40.58,10,,Boutique,405.8
404,2024-11-20,33,Disque SSD,Informatique,55.97,2,Ruiz,Boutique,111.94
405,2025-06-04,58,Batterie externe,Informatqiue,123.38,-1,Saint HenrietteVille,Web,-123.38
406,2025-09-04,455,Casque Bluetooth,Informatique,68.96,2,,Web,137.92
407,2025-03-18,330,Souris,Informatique,103.96,10,Pons,Boutique,1039.6
408,2025-07-17,350,Casque Bluetooth,Informatique,169.85,2,,Web,339.7
409,2025-10-15,362,Câble USB-C,Informatique,36.3,2,Devaux,Web,72.6
410,2025-04-11,381,Disque SSD,Informatique,-172.28,2,Aubry-sur-Rivière,Marketplace,-344.56
411,2025-08-26,161,Webcam HD,Informatique,24.7,2,Regnier-sur-Nicolas,Web,49.4
412,2025-03-24,425,Batterie externe,Informatique,168.06,1,LabbéVille,Web,168.06
413,2025-06-16,447,Câble USB-C,Audio,154.92,1,,Boutique,154.92
414,2025-01-07,480,Casque Bluetooth,Audio,116.59,1,LegrosBourg,Web,116.59
415,2025-10-22,320,Webcam HD,Audio,34.57,1,Hebert,Web,34.57
416,2025-03-25,143,Câble USB-C,Informatqiue,104.68,10,,Web,1046.8
417,2025-04-30,379,Disque SSD,Informatique,-165.93,2,,Web,-331.86
418,2025-08-18,264,Câble USB-C,Informatique,143.14,5,LesageVille,Boutique,715.7
419,2024-12-04,236,Écran 24 pouces,Audio,175.1,5,Adam-sur-Leconte,Web,875.5
420,2025-09-10,405,Casque Bluetooth,Informatique,165.11,2,,Web,330.22
421,2025-03-04,221,Écran 24 pouces,Informatique,100.88,3,,Web,302.64
422,2025-06-07,59,Webcam HD,Informatique,62.94,3,Pons,Web,188.82
423,2025-01-26,260,Clavier,Informatique,151.34,1,Garcia,Boutique,151.34
424,2025-09-03,405,Clavier,Informatique,126.58,2,Grondin-sur-Mer,Web,253.16
425,2025-01-01,287,Câble USB-C,Informatique,22.86,1,Rolland-sur-Mer,Boutique,22.86
426,2025-01-01,340,Webcam HD,Informatique,35.93,1,Morel,Boutique,35.93
427,2025-10-16,93,Écran 24 pouces,Informatique,97.8,-1,,Web,-97.8
428,2025-04-12,77,Écran 24 pouces,Audio,163.01,5,Louis,Web,815.05
429,2025-03-12,278,Chargeur rapide,Audio,60.48,2,Grosdan,Boutique,120.96
430,2025-04-15,404,Écran 24 pouces,Informatique,85.01,2,Sainte Martin,Web,170.02
431,2025-07-25,420,Écran 24 pouces,Informatique,103.41,1,Dias-sur-Bouvet,Web,103.41
432,2025-01-15,295,Casque Bluetooth,Informatqiue,63.8,2,Hebert,Web,127.6
433,2025-03-10,495,Souris,Informatique,78.6,1,Bouchet-la-Forêt,Web,78.6
434,2025-05-30,176,Clavier,Informatqiue,116.67,1,,Web,116.67
435,2025-02-11,481,Chargeur rapide,Informatique,80.15,3,Diaz,Web,240.45
436,2025-05-18,282,Batterie externe,Informatique,144.63,3,Ribeirodan,Web,433.89
437,2025-01-11,478,Clavier,Audio,142.48,1,Bernard,Boutique,142.48
438,2025-06-12,365,Batterie externe,Audio,155.73,3,Ruiz,Boutique,467.19
439,2025-04-28,451,Enceinte Bluetooth,Audio,-92.82,2,Gilbertnec,Web,-185.64
440,2025-01-05,102,Câble USB-C,Informatique,78.11,2,,Web,156.22
441,2025-08-15,51,Enceinte Bluetooth,Informatique,-149.54,3,Paris,Web,-448.62
442,2025-06-16,257,Casque Bluetooth,Informatqiue,119.74,3,,Web,359.22
443,2025-01-03,349,Webcam HD,Accessoire,120.41,3,Leroux,Marketplace,361.23
444,2025-07-13,149,Câble USB-C,Informatique,80.45,1,Dupuy-la-Forêt,Web,80.45
445,2025-07-24,45,Batterie externe,Informatique,165.59,5,RenaultBourg,Web,827.95
446,2025-08-01,3,Clavier,Informatqiue,94.8,5,Faivre,Boutique,474.0
447,2025-06-19,101,Casque Bluetooth,Informatique,142.4,0,Le Gall-sur-Lemaire,Web,0.0
448,2025-09-28,88,Souris,Accessoire,24.61,3,Pariss,Marketplace,73.83
449,2025-06-19,425,Écran 24 pouces,Informatique,109.15,3,Fabre,Web,327.45
450,2025-03-06,474,Câble USB-C,Informatique,148.76,2,LesageVille,Boutique,297.52
451,2025-07-01,2,Casque Bluetooth,Accessoire,112.78,-1,Saint Denis,Web,-112.78
452,2025-03-27,285,Chargeur rapide,Informatique,78.56,1,,Web,78.56
453,2025-08-08,253,Webcam HD,Informatique,37.46,3,Bouvetboeuf,Web,112.38
454,2025-05-30,78,Casque Bluetooth,Informatqiue,172.25,3,Ledoux,Boutique,516.75
455,2025-03-19,471,Câble USB-C,Informatique,61.92,5,Ledoux,Web,309.6
456,2025-05-12,300,Casque Bluetooth,Informatique,145.72,2,Simon,Boutique,291.44
457,2025-04-09,395,Disque SSD,Informatique,60.52,1,Gaydan,Web,60.52
458,2025-01-05,454,Câble USB-C,Informatique,26.46,3,Vaillantdan,Web,79.38
459,2025-10-27,129,Webcam HD,Informatique,24.07,3,PotierVille,Web,72.21
460,2025-02-27,266,Webcam HD,Audio,148.25,1,Blin-la-Forêt,Web,148.25
461,2025-08-13,121,Batterie externe,Informatique,113.71,1,Berger,Web,113.71
462,2025-10-05,417,Chargeur rapide,Informatique,130.86,3,Bonnet,Boutique,392.58
463,2025-01-18,317,Câble USB-C,Informatique,99.91,3,Devaux-sur-Mer,Boutique,299.73
464,2025-05-19,151,Batterie externe,Informatique,152.12,3,Lagarde,Web,456.36
465,2025-08-10,174,Chargeur rapide,Informatique,84.62,2,,Web,169.24
466,2025-06-24,81,Enceinte Bluetooth,Informatique,-26.3,3,Saint Hugues-la-Forêt,Marketplace,-78.9
467,2025-05-07,168,Câble USB-C,Informatique,26.99,1,Mary,Web,26.99
468,2025-01-04,349,Webcam HD,Informatique,48.86,2,Pariss,Boutique,97.72
469,2025-02-14,99,Enceinte Bluetooth,Informatique,-96.73,1,Michel-sur-Mer,Marketplace,-96.73
470,2025-07-05,426,Souris,Informatique,71.78,1,Bègue,Boutique,71.78
471,2024-12-11,214,Casque Bluetooth,Audio,124.64,1,Marchal-sur-Duhamel,Web,124.64
472,2025-07-11,122,Batterie externe,Informatique,76.68,1,Sainte Margot-la-Forêt,Marketplace,76.68
473,2025-07-22,451,Souris,Informatique,34.11,2,Clémentnec,Web,68.22
474,2025-04-14,338,Souris,Informatique,168.28,3,,Boutique,504.84
475,2025-01-29,204,Câble USB-C,Accessoire,104.05,2,Sanchez,Boutique,208.1
476,2025-05-11,265,Casque Bluetooth,Informatique,108.58,2,Sainte Josettedan,Boutique,217.16
477,2025-05-24,461,Casque Bluetooth,Informatique,51.84,1,Moreno,Web,51.84
478,2024-11-02,232,Écran 24 pouces,Informatique,123.44,2,Arnaud,Marketplace,246.88
479,2025-05-25,360,Webcam HD,Informatqiue,38.96,-1,Sainte MargaudVille,Web,-38.96
480,2025-01-22,484,Chargeur rapide,Informatique,97.93,2,Rolland-la-Forêt,Web,195.86
481,2024-11-26,189,Webcam HD,Audio,7.43,2,Mahe,Web,14.86
482,2025-10-11,413,Câble USB-C,Informatique,81.33,1,Marques,Web,81.33
483,2025-10-15,353,Casque Bluetooth,Informatqiue,32.11,1,Guillou,Web,32.11
484,2024-10-31,133,Câble USB-C,Informatique,62.36,2,,Boutique,124.72
485,2024-12-27,7,Disque SSD,Accessoire,35.73,3,Pariss,Web,107.19
486,2025-08-31,123,Câble USB-C,Informatique,144.32,2,Clémentnec,Web,288.64
487,2025-09-21,17,Souris,Informatique,101.99,10,Girard,Web,1019.9
488,2024-11-08,64,Batterie externe,Informatqiue,139.6,10,,Boutique,1396.0
489,2025-10-24,473,Casque Bluetooth,Informatique,217.33,1,Petit-sur-Mer,Web,217.33
490,2025-06-10,281,Webcam HD,Informatqiue,106.02,3,Pariss,Web,318.06
491,2025-04-24,282,Batterie externe,Informatqiue,119.76,1,Lévêque,Boutique,119.76
492,2025-07-04,260,Souris,Informatique,-118.58,2,,Marketplace,-237.16
493,2025-10-13,462,Clavier,Informatique,106.59,1,Lévêque,Web,106.59
494,2025-05-09,151,Disque SSD,Informatique,62.15,3,FrançoisBourg,Web,186.45
495,2025-06-29,160,Clavier,Informatique,111.36,3,Dijoux-la-Forêt,Marketplace,334.08
496,2025-03-16,142,Casque Bluetooth,Informatique,206.52,1,Bègue,Marketplace,206.52
497,2025-09-13,379,Casque Bluetooth,Audio,67.12,10,Hamondan,Web,671.2
498,2025-08-25,16,Disque SSD,Informatique,30.39,1,Pariss,Marketplace,30.39
499,2024-11-01,291,Casque Bluetooth,Audio,103.87,1,Saint Capucine,Web,103.87
500,2025-09-18,350,Casque Bluetooth,Informatqiue,128.33,1,Dias-sur-Bouvet,Boutique,128.33
501,2025-09-03,326,Clavier,Informatique,134.22,1,Pariss,Web,134.22
502,2025-08-31,26,Batterie externe,Informatique,147.0,2,,Marketplace,294.0
503,2025-05-26,328,Souris,Informatique,90.36,3,Lebreton,Web,271.08
504,2025-05-15,46,Disque SSD,Informatique,60.08,1,Faivre,Web,60.08
505,2025-06-02,491,Écran 24 pouces,Informatique,-17.25,2,Sainte Audrey,Web,-34.5
506,2025-03-11,48,Enceinte Bluetooth,Informatique,44.6,1,Lamy,Marketplace,44.6
507,2025-03-18,160,Enceinte Bluetooth,Informatqiue,-181.73,3,Salmon,Web,-545.19
508,2025-10-22,412,Batterie externe,Informatique,94.0,2,Lelièvre,Web,188.0
509,2025-01-20,90,Chargeur rapide,Informatique,173.75,5,Saint Eugène,Web,868.75
510,2024-11-24,339,Clavier,Audio,52.64,1,Robin,Web,52.64
511,2025-07-11,339,Chargeur rapide,Informatique,187.81,5,Jourdan-les-Bains,Web,939.05
512,2025-04-29,16,Chargeur rapide,Informatique,124.59,2,Adam,Boutique,249.18
513,2024-11-21,12,Enceinte Bluetooth,Informatqiue,-136.8,3,Sanchez,Boutique,-410.4
514,2025-06-26,120,Câble USB-C,Accessoire,22.2,-1,Aubry-sur-Rivière,Boutique,-22.2
515,2025-03-16,134,Clavier,Audio,100.18,5,Saint Denis,Web,500.9
516,2024-11-18,452,Chargeur rapide,Accessoire,67.46,2,Boulay,Web,134.92
517,2025-05-28,455,Câble USB-C,Informatqiue,99.84,0,,Web,0.0
518,2025-08-26,333,Casque Bluetooth,Informatqiue,140.91,5,Leroyboeuf,Marketplace,704.55
519,2025-05-01,485,Clavier,Informatique,-83.38,1,Saint Aimé-sur-Mer,Web,-83.38
520,2025-07-31,243,Batterie externe,Audio,179.72,3,Martins,Web,539.16
521,2024-10-30,390,Clavier,Informatique,88.22,1,Charpentier,Web,88.22
522,2025-03-08,217,Casque Bluetooth,Informatqiue,63.46,2,Lévêque,Boutique,126.92
523,2025-06-18,424,Enceinte Bluetooth,Informatique,-177.28,2,Hamel-sur-Cohen,Boutique,-354.56
524,2025-08-04,438,Disque SSD,Audio,-182.98,2,Meyer,Web,-365.96
525,2025-06-16,398,Batterie externe,Informatqiue,180.86,5,Martyboeuf,Boutique,904.3
526,2025-04-04,23,Disque SSD,Informatique,145.03,1,Pariss,Web,145.03
527,2025-07-12,313,Clavier,Informatique,151.29,1,Saint Hélène,Boutique,151.29
528,2025-07-29,437,Écran 24 pouces,Audio,89.89,5,Hebert,Boutique,449.45
529,2025-04-07,30,Écran 24 pouces,Informatqiue,56.14,2,,Web,112.28
530,2025-07-23,194,Enceinte Bluetooth,Informatqiue,-198.95,2,Chauvetdan,Boutique,-397.9
531,2024-11-19,134,Câble USB-C,Audio,53.83,2,Lévêque,Web,107.66
532,2025-07-25,142,Enceinte Bluetooth,Informatique,58.3,5,,Boutique,291.5
533,2025-05-23,451,Chargeur rapide,Audio,83.41,5,,Web,417.05
534,2025-02-24,24,Casque Bluetooth,Accessoire,104.75,2,Adam-sur-Leconte,Web,209.5
535,2024-12-31,218,Casque Bluetooth,Informatique,163.93,2,Meyer,Web,327.86
536,2025-02-13,334,Batterie externe,Informatique,96.01,1,Duhamel,Boutique,96.01
537,2024-12-11,372,Batterie externe,Accessoire,176.36,1,Sainte Jeannineboeuf,Web,176.36
538,2025-09-27,291,Chargeur rapide,Audio,99.38,2,Millet,Web,198.76
539,2025-07-26,57,Chargeur rapide,Accessoire,60.05,2,Pichon-sur-Mer,Boutique,120.1
540,2025-04-14,328,Clavier,Informatique,51.76,5,Da Silva-les-Bains,Web,258.8
541,2025-07-05,191,Souris,Informatique,132.33,5,Loiseau,Web,661.65
542,2025-09-24,52,Webcam HD,Informatique,122.13,1,Guyon,Web,122.13
543,2025-10-23,382,Disque SSD,Audio,13.46,1,Regnier-sur-Nicolas,Web,13.46
544,2025-10-04,128,Câble USB-C,Accessoire,45.86,1,Leconte-sur-Potier,Boutique,45.86
545,2025-09-10,64,Enceinte Bluetooth,Informatqiue,-26.82,1,Vaillantdan,Boutique,-26.82
546,2024-12-31,133,Chargeur rapide,Informatique,180.79,5,Jean-sur-Guillaume,Web,903.95
547,2024-11-14,313,Disque SSD,Informatique,130.06,3,,Boutique,390.18
548,2025-10-11,335,Câble USB-C,Informatique,54.67,3,Dupuy-la-Forêt,Web,164.01
549,2025-07-12,36,Webcam HD,Informatqiue,105.54,3,Perret-sur-Mer,Web,316.62
550,2025-01-17,171,Disque SSD,Informatqiue,13.42,1,Poirier,Boutique,13.42
551,2025-10-29,397,Casque Bluetooth,Informatqiue,81.35,1,RenaultBourg,Web,81.35
552,2025-09-19,113,Enceinte Bluetooth,Informatique,-182.01,3,Dupont,Boutique,-546.03
553,2025-05-25,227,Webcam HD,Accessoire,149.14,5,Dijoux-la-Forêt,Web,745.7
554,2025-06-22,99,Webcam HD,Informatique,64.2,5,,Web,321.0
555,2025-05-23,396,Chargeur rapide,Informatique,134.3,5,Sainte Bertrand,Boutique,671.5
556,2025-06-18,42,Webcam HD,Informatique,35.91,3,Pariss,Boutique,107.73
557,2025-04-30,449,Écran 24 pouces,Informatique,104.08,10,Launay-sur-Faivre,Boutique,1040.8
558,2025-06-27,293,Enceinte Bluetooth,Informatique,-191.5,2,Diaz,Web,-383.0
559,2025-05-26,393,Clavier,Audio,123.06,10,Pariss,Web,1230.6
560,2024-11-17,76,Chargeur rapide,Audio,125.5,3,Joseph,Boutique,376.5
561,2025-01-07,389,Webcam HD,Informatqiue,38.1,1,,Marketplace,38.1
562,2025-08-27,114,Câble USB-C,Accessoire,47.26,5,,Boutique,236.3
563,2024-10-30,48,Casque Bluetooth,Informatique,153.48,1,,Web,153.48
564,2025-05-15,173,Webcam HD,Informatique,35.88,2,PotierVille,Web,71.76
565,2025-08-09,121,Webcam HD,Informatique,108.02,2,,Web,216.04
566,2025-04-29,123,Webcam HD,Informatique,-18.68,1,Saint Robert,Boutique,-18.68
567,2025-03-03,62,Câble USB-C,Informatique,100.64,0,Sainte Amélie,Web,0.0
568,2025-01-06,347,Disque SSD,Informatique,58.85,3,Bourgeois-sur-Mer,Boutique,176.55
569,2025-06-03,21,Souris,Informatique,-130.56,1,Saint Daniel-la-Forêt,Marketplace,-130.56
570,2025-03-10,379,Webcam HD,Audio,119.4,10,,Web,1194.0
571,2025-03-01,362,Disque SSD,Informatique,68.26,2,Lefèvre-sur-Guibert,Web,136.52
572,2025-01-25,264,Disque SSD,Informatique,131.52,3,,Boutique,394.56
573,2025-03-29,92,Disque SSD,Accessoire,11.43,2,Le Roux,Boutique,22.86
574,2025-10-16,53,Disque SSD,Audio,11.97,1,Saint ValentineVille,Web,11.97
575,2024-12-15,122,Casque Bluetooth,Informatique,87.1,1,,Web,87.1
576,2025-09-05,227,Enceinte Bluetooth,Informatqiue,39.48,1,Duval,Web,39.48
577,2025-04-15,486,Câble USB-C,Audio,179.47,1,Pariss,Web,179.47
578,2025-04-14,284,Écran 24 pouces,Audio,210.59,2,Saint Guillaume-sur-Mer,Web,421.18
579,2025-03-21,383,Disque SSD,Informatique,172.81,10,Baudry-sur-Mer,Boutique,1728.1
580,2025-08-15,279,Enceinte Bluetooth,Informatique,67.14,3,,Marketplace,201.42
581,2025-04-23,10,Clavier,Informatique,127.63,1,,Marketplace,127.63
582,2025-06-20,180,Clavier,Informatique,32.93,2,Pariss,Web,65.86
583,2024-12-06,406,Batterie externe,Informatique,61.74,2,PotierVille,Web,123.48
584,2024-11-12,367,Chargeur rapide,Informatique,191.04,3,Sainte Charlotte,Web,573.12
585,2025-05-18,393,Casque Bluetooth,Informatique,30.87,1,,Marketplace,30.87
586,2024-11-22,500,Enceinte Bluetooth,Informatqiue,-23.59,2,Marty-les-Bains,Web,-47.18
587,2025-02-16,133,Disque SSD,Informatique,155.35,2,,Web,310.7
588,2025-08-06,106,Webcam HD,Audio,182.74,1,Ollivier,Boutique,182.74
589,2025-03-19,284,Webcam HD,Informatique,126.18,5,Saint Virginie,Web,630.9
590,2025-05-21,422,Écran 24 pouces,Audio,171.85,1,,Web,171.85
591,2025-10-09,431,Enceinte Bluetooth,Informatique,-100.55,0,Saint Alice-les-Bains,Web,-0.0
592,2025-07-20,20,Chargeur rapide,Informatique,133.17,5,Gaillard-la-Forêt,Web,665.85
593,2024-11-16,142,Disque SSD,Informatique,165.89,2,Normand-la-Forêt,Web,331.78
594,2025-06-30,449,Casque Bluetooth,Accessoire,74.77,1,Devaux,Web,74.77
595,2025-07-10,212,Clavier,Informatique,147.04,5,Schmitt,Boutique,735.2
596,2024-12-28,185,Écran 24 pouces,Informatique,77.12,10,Saint Alain,Web,771.2
597,2024-11-13,293,Clavier,Informatique,96.03,3,Mary,Marketplace,288.09
598,2025-01-22,476,Chargeur rapide,Audio,132.44,2,,Web,264.88
599,2025-07-19,358,Casque Bluetooth,Informatique,53.63,1,Muller,Web,53.63
600,2025-02-28,415,Chargeur rapide,Informatique,74.79,10,Adam-sur-Benoit,Boutique,747.9
601,2025-07-20,177,Souris,Informatique,157.2,1,,Marketplace,157.2
602,2024-12-03,61,Webcam HD,Informatique,7.25,2,Saint ThibaultVille,Boutique,14.5
603,2025-05-14,209,Clavier,Informatique,111.56,2,Launay-sur-Faivre,Web,223.12
604,2025-10-07,464,Casque Bluetooth,Informatique,193.88,3,Girard,Web,581.64
605,2025-01-13,130,Batterie externe,Informatqiue,9.68,3,Cordier,Web,29.04
606,2024-11-01,10,Chargeur rapide,Informatique,89.57,3,Hamondan,Web,268.71
607,2024-12-05,180,Câble USB-C,Informatqiue,171.79,2,Pariss,Boutique,343.58
608,2025-03-12,344,Chargeur rapide,Accessoire,47.42,3,Sainte Martin,Boutique,142.26
609,2025-04-13,164,Câble USB-C,Informatqiue,135.49,3,Saint Virginie,Web,406.47
610,2025-07-05,245,Chargeur rapide,Informatique,128.94,3,Saint Joseph,Boutique,386.82
611,2025-02-23,254,Souris,Informatqiue,95.4,2,Da Silva-les-Bains,Boutique,190.8
612,2025-08-15,2,Disque SSD,Informatique,26.5,1,Boulay,Boutique,26.5
613,2025-06-19,473,Chargeur rapide,Informatqiue,129.1,2,Gautiernec,Web,258.2
614,2025-05-25,257,Enceinte Bluetooth,Informatique,-27.18,10,Bousquet,Boutique,-271.8
615,2025-06-30,493,Disque SSD,Informatique,34.31,5,Pariss,Web,171.55
616,2025-02-19,278,Souris,Informatique,17.46,1,Sainte Henri,Web,17.46
617,2025-04-29,220,Câble USB-C,Informatique,194.75,2,,Web,389.5
618,2025-05-02,228,Enceinte Bluetooth,Informatique,-227.75,3,Pariss,Web,-683.25
619,2025-08-26,47,Casque Bluetooth,Informatique,76.46,5,,Marketplace,382.3
620,2025-03-21,467,Câble USB-C,Informatique,43.83,5,MercierBourg,Web,219.15
621,2025-01-24,459,Clavier,Audio,64.97,2,Pariss,Web,129.94
622,2025-01-23,99,Casque Bluetooth,Informatique,175.64,10,Saint Gabriel,Boutique,1756.4
623,2025-01-29,347,Souris,Accessoire,81.98,3,,Web,245.94
